-0.1065  	0.06313  	-0.5205  	-1.3390  	-0.7160  	-1.3814  	-0.2744  	-0.1863  	0.26538  	0.05684  	0.34352  	-0.3934  	-0.0659  	-0.6961  	-1.0615  	0.96632  	-0.2655  	0.22832  	0.41381  	1.09414  	-0.0939  	-0.1109  	-0.9783  	-0.3970  	0.02660  	-0.1163  	-0.5586  	0.85531  	0.04501  	0.19050  	-0.1283  	0.25591  	0.25874  	0.03880  	0.30221  	0.16146  	0.21441  	-0.0532  	-0.1320  	0.78915  	0.38103  	0.03307  	-0.0342  	0.17825  	0.04439  	-0.0612  	0.03968  	-0.0826  	-0.0596  	-0.0261  	-0.0388  	-0.0093  	-0.0433  	0.01620  	-0.0381  	-0.0694  	-0.0085  	-0.0250  	-0.0161  	-0.0136  	0.00839  	-0.0137  	-0.0269  	0.02641  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
-0.2534  	0.04150  	-0.5981  	-1.4641  	-0.7293  	-1.4746  	-0.2974  	-0.2638  	0.23300  	0.01831  	0.36530  	-0.4166  	-0.1116  	-0.9112  	-1.1749  	0.94640  	-0.2840  	0.26007  	0.42879  	1.11354  	-0.1573  	-0.0921  	-0.8759  	-0.5030  	-0.0201  	-0.0650  	-0.6468  	0.96489  	0.09435  	0.16443  	-0.1239  	0.24355  	0.23977  	0.05015  	0.20449  	0.20728  	0.18225  	-0.0476  	-0.0915  	0.79440  	0.40436  	0.03730  	-0.0300  	0.18170  	0.04436  	-0.0611  	0.04103  	-0.0786  	-0.0625  	-0.0221  	-0.0416  	-0.0042  	-0.0364  	0.02385  	-0.0428  	-0.0718  	-0.0069  	-0.0232  	-0.0066  	-0.0019  	0.00906  	-0.0185  	-0.0314  	0.02405  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
-0.2427  	0.04051  	-0.6010  	-1.4539  	-0.7104  	-1.4788  	-0.2863  	-0.2644  	0.23048  	0.01395  	0.36014  	-0.4314  	-0.1177  	-0.9740  	-1.2077  	0.99466  	-0.2873  	0.29058  	0.41875  	1.10954  	-0.1959  	-0.0931  	-0.8725  	-0.5129  	-0.0433  	-0.0554  	-0.6563  	0.97970  	0.10008  	0.16111  	-0.1072  	0.24678  	0.24155  	0.04589  	0.18100  	0.22817  	0.16710  	-0.0554  	-0.1029  	0.79878  	0.41172  	0.02479  	-0.0248  	0.19245  	0.04779  	-0.0694  	0.04128  	-0.0771  	-0.0641  	-0.0230  	-0.0395  	-0.0023  	-0.0381  	0.02274  	-0.0377  	-0.0755  	-0.0111  	-0.0193  	-0.0055  	-0.0016  	0.00558  	-0.0140  	-0.0278  	0.02364  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
-0.2683  	0.04977  	-0.5468  	-1.4054  	-0.6505  	-1.4638  	-0.2967  	-0.2499  	0.23575  	0.02321  	0.31639  	-0.3909  	-0.0947  	-0.9695  	-1.1873  	1.03044  	-0.2947  	0.29579  	0.42530  	1.11223  	-0.2222  	-0.1207  	-0.8802  	-0.5093  	-0.0504  	-0.0742  	-0.6747  	0.99947  	0.13487  	0.16016  	-0.1115  	0.24303  	0.23967  	0.05016  	0.19151  	0.20705  	0.14854  	-0.0645  	-0.0938  	0.80075  	0.40894  	0.01723  	-0.0387  	0.20507  	0.04723  	-0.0635  	0.03750  	-0.0775  	-0.0663  	-0.0282  	-0.0423  	-0.0036  	-0.0369  	0.01613  	-0.0388  	-0.0737  	-0.0166  	-0.0223  	-0.0008  	-0.0048  	0.01294  	-0.0118  	-0.0303  	0.02426  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
-0.2277  	0.06607  	-0.5140  	-1.3568  	-0.6487  	-1.4327  	-0.2957  	-0.2225  	0.23709  	0.00217  	0.31770  	-0.4092  	-0.1090  	-0.9476  	-1.1441  	1.02583  	-0.2976  	0.28331  	0.42804  	1.12934  	-0.1773  	-0.1115  	-0.8878  	-0.4903  	-0.0465  	-0.0851  	-0.6467  	1.00402  	0.12655  	0.17228  	-0.1278  	0.25155  	0.23811  	0.04798  	0.20423  	0.18240  	0.17418  	-0.0617  	-0.1023  	0.79612  	0.39785  	0.02262  	-0.0514  	0.20176  	0.04743  	-0.0595  	0.03724  	-0.0854  	-0.0667  	-0.0270  	-0.0425  	-0.0037  	-0.0329  	0.01541  	-0.0435  	-0.0743  	-0.0127  	-0.0250  	-0.0005  	-0.0052  	0.01353  	-0.0156  	-0.0374  	0.02405  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
-0.2291  	0.05923  	-0.5111  	-1.3156  	-0.6329  	-1.3970  	-0.2923  	-0.1990  	0.24109  	-0.0070  	0.29013  	-0.3835  	-0.0961  	-0.9308  	-1.1211  	1.02753  	-0.2840  	0.27418  	0.43009  	1.13636  	-0.2093  	-0.1134  	-0.8925  	-0.4974  	-0.0386  	-0.0800  	-0.6466  	1.01706  	0.14925  	0.16418  	-0.1293  	0.24574  	0.23506  	0.04842  	0.18851  	0.18031  	0.16216  	-0.0650  	-0.0841  	0.78945  	0.40214  	0.02162  	-0.0488  	0.19622  	0.04161  	-0.0574  	0.03908  	-0.0774  	-0.0685  	-0.0285  	-0.0459  	-0.0047  	-0.0350  	0.01619  	-0.0397  	-0.0748  	-0.0122  	-0.0260  	0.00082  	-0.0051  	0.01762  	-0.0172  	-0.0400  	0.02354  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
-0.2212  	0.06244  	-0.5058  	-1.3351  	-0.6713  	-1.3846  	-0.3013  	-0.1985  	0.24334  	-0.0099  	0.30392  	-0.3965  	-0.1024  	-0.9178  	-1.1285  	0.99320  	-0.2807  	0.26281  	0.42779  	1.12753  	-0.1818  	-0.1082  	-0.8773  	-0.4899  	-0.0200  	-0.0809  	-0.6266  	0.98759  	0.13898  	0.17742  	-0.1317  	0.24371  	0.22603  	0.04559  	0.20088  	0.18240  	0.19520  	-0.0598  	-0.1004  	0.78385  	0.39495  	0.01889  	-0.0450  	0.19741  	0.05029  	-0.0596  	0.03955  	-0.0822  	-0.0668  	-0.0237  	-0.0428  	-0.0054  	-0.0351  	0.01535  	-0.0413  	-0.0714  	-0.0119  	-0.0262  	-0.0017  	-0.0072  	0.01478  	-0.0209  	-0.0367  	0.02337  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
-0.1572  	0.07023  	-0.4622  	-1.2784  	-0.6738  	-1.3107  	-0.3171  	-0.1905  	0.27313  	-0.0280  	0.21918  	-0.3604  	-0.0958  	-0.8981  	-1.0510  	1.00917  	-0.2628  	0.26408  	0.43832  	1.09669  	-0.2122  	-0.1106  	-0.8473  	-0.4978  	-0.0347  	-0.0861  	-0.6428  	0.99429  	0.18557  	0.19640  	-0.1304  	0.24752  	0.22183  	0.05446  	0.17676  	0.17384  	0.16932  	-0.0567  	-0.0890  	0.80267  	0.42526  	0.01706  	-0.0219  	0.20476  	0.03844  	-0.0597  	0.04049  	-0.0693  	-0.0518  	-0.0287  	-0.0449  	-0.0047  	-0.0388  	0.01972  	-0.0341  	-0.0715  	-0.0135  	-0.0264  	-0.0038  	-0.0134  	0.01377  	-0.0182  	-0.0331  	0.02631  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
-0.0865  	0.08955  	-0.4527  	-1.2607  	-0.6210  	-1.3121  	-0.3252  	-0.1670  	0.28263  	-0.0336  	0.22748  	-0.3109  	-0.0602  	-0.8580  	-1.0469  	1.03072  	-0.2558  	0.27534  	0.41603  	1.11214  	-0.2072  	-0.1214  	-0.8618  	-0.5203  	-0.0631  	-0.0820  	-0.6678  	1.00127  	0.17223  	0.18742  	-0.1316  	0.23610  	0.22897  	0.05516  	0.20010  	0.16700  	0.15929  	-0.0526  	-0.0779  	0.78910  	0.43081  	0.01871  	-0.0091  	0.19638  	0.03276  	-0.0597  	0.04429  	-0.0655  	-0.0549  	-0.0243  	-0.0502  	-0.0039  	-0.0368  	0.01796  	-0.0340  	-0.0708  	-0.0133  	-0.0236  	-0.0090  	-0.0154  	0.01292  	-0.0175  	-0.0314  	0.02626  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
0.04422  	0.11445  	-0.4228  	-1.0983  	-0.5599  	-1.2283  	-0.3110  	-0.1609  	0.29063  	-0.0839  	0.22464  	-0.2983  	-0.0654  	-0.8058  	-0.9156  	1.04771  	-0.2474  	0.23432  	0.42954  	1.08800  	-0.1322  	-0.1134  	-0.8993  	-0.5138  	0.00691  	-0.1041  	-0.6247  	0.99908  	0.14545  	0.21524  	-0.1530  	0.25021  	0.24664  	0.05740  	0.25126  	0.14486  	0.20236  	-0.0360  	-0.0871  	0.78859  	0.41749  	0.00775  	-0.0164  	0.19811  	0.04095  	-0.0568  	0.04094  	-0.0770  	-0.0605  	-0.0201  	-0.0517  	-0.0046  	-0.0343  	0.02138  	-0.0357  	-0.0680  	-0.0114  	-0.0255  	-0.0054  	-0.0140  	0.01099  	-0.0251  	-0.0300  	0.02486  	0.05431  	-0.0354  	-0.0270  	4.75288  	-0.0341  	0.70049  	1.03395  	127.854  	108.988  	
